index,cultivable,predicted_class,conf
9577,0,non-cultivable,1.000
26165,1,cultivable,1.000
22329,0,non-cultivable,1.000
17638,0,non-cultivable,1.000
8671,1,cultivable,0.794
14319,0,non-cultivable,0.972
25514,0,non-cultivable,0.959
8765,0,non-cultivable,0.928
14723,0,non-cultivable,0.999
16571,1,cultivable,0.837
9206,0,non-cultivable,0.629
10429,0,non-cultivable,0.788
6014,1,cultivable,0.647
22795,1,cultivable,0.947
13210,0,non-cultivable,0.534
2814,0,non-cultivable,0.999
7570,0,non-cultivable,0.958
12400,1,cultivable,0.970
18207,1,cultivable,0.898
25227,0,non-cultivable,0.618
24665,1,cultivable,0.710
5177,0,non-cultivable,0.720
24905,1,cultivable,1.000
10706,1,cultivable,0.994
15240,1,cultivable,0.507
21924,1,cultivable,0.618
8407,1,cultivable,0.995
23193,1,cultivable,0.939
12671,1,cultivable,0.797
10025,1,cultivable,0.689
22423,0,non-cultivable,0.937
21133,0,non-cultivable,0.997
2194,0,non-cultivable,0.979
14548,0,non-cultivable,1.000
9996,1,cultivable,0.998
25488,1,cultivable,1.000
25284,0,non-cultivable,0.556
24009,1,cultivable,0.556
11375,0,non-cultivable,1.000
11703,1,cultivable,0.927
9278,0,non-cultivable,0.852
20504,0,non-cultivable,1.000
16835,0,non-cultivable,1.000
22344,0,non-cultivable,0.999
22799,1,cultivable,0.915
21034,0,non-cultivable,0.665
21837,1,cultivable,0.944
26156,1,cultivable,1.000
13841,0,non-cultivable,1.000
7772,1,cultivable,0.673
18589,0,non-cultivable,1.000
7693,0,non-cultivable,0.839
24242,1,cultivable,0.999
8633,1,cultivable,0.947
17425,0,non-cultivable,0.538
14509,0,non-cultivable,0.595
13838,0,non-cultivable,1.000
9150,1,cultivable,0.919
23483,0,non-cultivable,0.857
21617,0,non-cultivable,1.000
2501,1,cultivable,0.619
21634,0,non-cultivable,0.513
7801,0,non-cultivable,1.000
5333,0,non-cultivable,0.997
12658,1,cultivable,0.666
5029,1,cultivable,0.950
20955,0,non-cultivable,0.608
22557,1,cultivable,0.901
10080,1,cultivable,0.944
24872,1,cultivable,0.923
24298,1,cultivable,0.706
16524,1,cultivable,0.566
19035,0,non-cultivable,0.966
9397,0,non-cultivable,0.974
15672,0,non-cultivable,0.998
14184,1,cultivable,0.998
2267,0,non-cultivable,0.949
21157,0,non-cultivable,0.673
19103,0,non-cultivable,0.974
22649,1,cultivable,0.517
8362,0,non-cultivable,0.952
16020,1,cultivable,0.678
2649,1,cultivable,0.999
4169,0,non-cultivable,1.000
19954,0,non-cultivable,0.991
13428,1,cultivable,0.966
17700,0,non-cultivable,0.955
3282,0,non-cultivable,1.000
5168,0,non-cultivable,0.944
13628,0,non-cultivable,1.000
19572,1,cultivable,0.952
6727,0,non-cultivable,0.967
10771,0,non-cultivable,1.000
8111,1,cultivable,0.807
9695,0,non-cultivable,0.551
8975,1,cultivable,0.924
26192,1,cultivable,0.727
8451,1,cultivable,0.671
9450,0,non-cultivable,0.966
15943,1,cultivable,0.523
570,1,cultivable,0.950
26448,1,cultivable,1.000
483,1,cultivable,0.980
8634,1,cultivable,0.996
3585,0,non-cultivable,0.991
2670,0,non-cultivable,0.939
25610,1,cultivable,1.000
18030,0,non-cultivable,0.997
5420,0,non-cultivable,1.000
2743,1,cultivable,0.961
8868,1,cultivable,0.936
26638,1,cultivable,1.000
8920,1,cultivable,0.871
19899,1,cultivable,0.978
12450,1,cultivable,0.731
9007,0,non-cultivable,0.933
25949,0,non-cultivable,0.947
5374,1,cultivable,0.727
5968,0,non-cultivable,0.886
14868,0,non-cultivable,1.000
24651,1,cultivable,0.999
8108,1,cultivable,0.754
23799,1,cultivable,0.823
11953,1,cultivable,0.991
16977,1,cultivable,0.861
21608,0,non-cultivable,1.000
26813,1,cultivable,0.908
21914,0,non-cultivable,0.947
18251,1,cultivable,0.655
21911,1,cultivable,0.692
25984,1,cultivable,0.829
26518,1,cultivable,1.000
1395,0,non-cultivable,0.811
14014,1,cultivable,0.633
13331,0,non-cultivable,1.000
11164,1,cultivable,0.977
14669,0,non-cultivable,0.680
549,1,cultivable,0.961
4574,0,non-cultivable,0.996
7427,0,non-cultivable,1.000
24315,1,cultivable,0.730
7982,1,cultivable,0.981
22745,1,cultivable,0.817
16143,0,non-cultivable,1.000
12761,1,cultivable,0.724
18813,0,non-cultivable,1.000
562,0,non-cultivable,0.992
19947,0,non-cultivable,0.517
7920,0,non-cultivable,0.920
9219,0,non-cultivable,0.999
15247,0,non-cultivable,0.990
24621,0,non-cultivable,0.932
5961,0,non-cultivable,0.951
3651,1,cultivable,0.700
7869,0,non-cultivable,1.000
20032,1,cultivable,0.921
13592,0,non-cultivable,0.944
9379,1,cultivable,0.652
21796,1,cultivable,0.561
7370,1,cultivable,0.823
23768,0,non-cultivable,0.998
11050,0,non-cultivable,0.501
4671,0,non-cultivable,1.000
20446,1,cultivable,0.714
18618,0,non-cultivable,0.987
12365,0,non-cultivable,0.999
5778,1,cultivable,0.835
20907,1,cultivable,0.884
4162,1,cultivable,0.989
26643,1,cultivable,1.000
25998,1,cultivable,0.994
10837,1,cultivable,0.912
12994,1,cultivable,0.855
17446,0,non-cultivable,0.552
7499,0,non-cultivable,0.983
1205,1,cultivable,0.762
8067,0,non-cultivable,1.000
4725,0,non-cultivable,1.000
4127,1,cultivable,0.532
21697,0,non-cultivable,0.999
4034,0,non-cultivable,0.989
2082,1,cultivable,0.799
21222,0,non-cultivable,0.989
18544,0,non-cultivable,0.998
26243,1,cultivable,0.503
13778,1,cultivable,0.650
3197,0,non-cultivable,0.601
22120,1,cultivable,0.824
17353,0,non-cultivable,0.815
25503,1,cultivable,1.000
9380,1,cultivable,0.899
16837,0,non-cultivable,0.745
19901,1,cultivable,0.606
598,1,cultivable,0.861
3680,1,cultivable,0.943
25271,1,cultivable,0.640
12803,0,non-cultivable,1.000
16960,0,non-cultivable,1.000
14986,1,cultivable,0.926
22643,0,non-cultivable,0.968
23395,1,cultivable,0.643
20521,0,non-cultivable,1.000
512,1,cultivable,0.976
8530,1,cultivable,0.856
7528,1,cultivable,0.911
24293,0,non-cultivable,0.904
15622,0,non-cultivable,1.000
19390,0,non-cultivable,0.567
22424,1,cultivable,0.719
25562,1,cultivable,1.000
10532,1,cultivable,0.537
10293,1,cultivable,0.640
8053,0,non-cultivable,0.554
1877,0,non-cultivable,0.992
2983,1,cultivable,0.999
6090,0,non-cultivable,1.000
17011,1,cultivable,0.939
22411,0,non-cultivable,0.932
24761,0,non-cultivable,0.999
1090,1,cultivable,0.915
20676,0,non-cultivable,0.575
15649,0,non-cultivable,1.000
9646,0,non-cultivable,0.971
16456,1,cultivable,0.924
16724,0,non-cultivable,0.767
14847,0,non-cultivable,0.998
650,1,cultivable,0.824
11591,0,non-cultivable,1.000
16487,1,cultivable,0.855
17074,1,cultivable,0.994
23379,0,non-cultivable,0.769
26501,0,non-cultivable,0.988
1346,1,cultivable,0.591
12438,1,cultivable,0.973
17912,1,cultivable,0.849
20520,0,non-cultivable,1.000
25378,1,cultivable,0.526
8718,0,non-cultivable,0.877
7037,0,non-cultivable,0.721
18868,0,non-cultivable,1.000
15529,0,non-cultivable,1.000
7032,0,non-cultivable,0.848
18901,0,non-cultivable,0.558
5847,1,cultivable,0.968
14009,1,cultivable,0.527
3875,1,cultivable,0.956
16704,1,cultivable,0.881
26725,1,cultivable,0.961
7247,0,non-cultivable,0.991
11314,0,non-cultivable,0.817
9729,1,cultivable,0.580
8777,0,non-cultivable,0.975
12172,1,cultivable,0.928
881,1,cultivable,0.765
14461,1,cultivable,0.571
21872,0,non-cultivable,0.964
15418,1,cultivable,0.752
17253,0,non-cultivable,1.000
7335,1,cultivable,0.874
7713,0,non-cultivable,0.977
16105,0,non-cultivable,1.000
14437,1,cultivable,0.994
1776,1,cultivable,0.985
26081,1,cultivable,0.999
3217,0,non-cultivable,0.910
19900,0,non-cultivable,0.723
9010,0,non-cultivable,0.984
22718,1,cultivable,0.722
19607,0,non-cultivable,1.000
13368,0,non-cultivable,1.000
22050,0,non-cultivable,0.989
13732,0,non-cultivable,0.508
10689,1,cultivable,0.633
4217,1,cultivable,0.981
16651,1,cultivable,0.687
2943,1,cultivable,0.837
22940,0,non-cultivable,0.780
1939,1,cultivable,0.998
2710,0,non-cultivable,0.836
26663,1,cultivable,1.000
6383,0,non-cultivable,0.862
18619,0,non-cultivable,0.954
3041,0,non-cultivable,0.824
6643,1,cultivable,0.966
8846,0,non-cultivable,0.897
13336,0,non-cultivable,1.000
24103,0,non-cultivable,0.957
13722,0,non-cultivable,0.999
585,1,cultivable,0.742
6450,1,cultivable,0.747
3272,1,cultivable,0.918
13715,0,non-cultivable,1.000
13745,1,cultivable,0.998
17995,0,non-cultivable,0.881
22205,1,cultivable,0.972
16541,1,cultivable,0.904
22858,0,non-cultivable,0.912
3873,1,cultivable,0.973
368,1,cultivable,0.957
6190,0,non-cultivable,0.988
15059,0,non-cultivable,1.000
5603,0,non-cultivable,0.720
17616,0,non-cultivable,0.990
10484,1,cultivable,0.994
11675,1,cultivable,0.982
14306,0,non-cultivable,1.000
23759,1,cultivable,0.589
17270,0,non-cultivable,0.704
26075,1,cultivable,0.682
9912,0,non-cultivable,0.718
9161,0,non-cultivable,0.952
20755,0,non-cultivable,0.643
18732,0,non-cultivable,0.844
9256,1,cultivable,0.637
14396,0,non-cultivable,0.879
10494,1,cultivable,0.807
18681,1,cultivable,0.814
5634,1,cultivable,0.935
25031,0,non-cultivable,1.000
7670,0,non-cultivable,0.972
5518,0,non-cultivable,0.995
13421,1,cultivable,0.942
22261,1,cultivable,0.657
19735,0,non-cultivable,0.991
4149,0,non-cultivable,0.570
15479,1,cultivable,0.915
25161,0,non-cultivable,0.999
12766,0,non-cultivable,1.000
12545,0,non-cultivable,0.997
24102,0,non-cultivable,0.998
18677,0,non-cultivable,0.966
5576,1,cultivable,0.801
20088,1,cultivable,0.948
13870,0,non-cultivable,1.000
15033,0,non-cultivable,0.963
161,1,cultivable,1.000
26186,0,non-cultivable,0.915
20985,0,non-cultivable,0.646
947,0,non-cultivable,1.000
8036,1,cultivable,0.910
6566,0,non-cultivable,0.821
23079,1,cultivable,0.531
12591,0,non-cultivable,1.000
14538,1,cultivable,0.796
12537,1,cultivable,0.959
24692,0,non-cultivable,0.702
8799,1,cultivable,0.603
15550,0,non-cultivable,0.815
811,0,non-cultivable,0.999
7025,0,non-cultivable,0.920
23435,0,non-cultivable,1.000
16280,1,cultivable,0.801
9462,0,non-cultivable,0.538
21072,0,non-cultivable,1.000
20591,0,non-cultivable,0.545
19365,0,non-cultivable,0.680
6412,0,non-cultivable,0.723
2673,0,non-cultivable,1.000
6702,1,cultivable,0.898
16139,0,non-cultivable,0.998
6684,0,non-cultivable,1.000
18613,0,non-cultivable,0.903
6288,1,cultivable,0.973
5039,1,cultivable,0.938
5574,1,cultivable,0.843
13855,0,non-cultivable,1.000
19168,0,non-cultivable,0.997
9925,1,cultivable,0.742
21014,1,cultivable,0.908
6944,1,cultivable,0.984
13136,0,non-cultivable,0.628
21543,1,cultivable,0.833
21361,0,non-cultivable,0.766
5256,0,non-cultivable,0.924
1176,0,non-cultivable,0.993
5598,1,cultivable,0.653
13438,1,cultivable,0.961
22255,0,non-cultivable,0.974
12827,0,non-cultivable,0.999
26384,0,non-cultivable,0.975
18492,1,cultivable,0.561
3987,0,non-cultivable,0.639
7100,0,non-cultivable,0.851
4992,0,non-cultivable,0.995
14618,0,non-cultivable,0.999
7628,0,non-cultivable,1.000
1397,1,cultivable,0.974
9870,0,non-cultivable,0.997
13979,0,non-cultivable,0.811
3840,0,non-cultivable,0.999
6921,1,cultivable,0.972
4704,1,cultivable,0.981
8130,1,cultivable,0.786
3614,1,cultivable,0.594
15219,0,non-cultivable,1.000
4770,1,cultivable,0.576
22171,1,cultivable,0.864
20628,0,non-cultivable,0.916
719,0,non-cultivable,0.565
6254,0,non-cultivable,1.000
2172,0,non-cultivable,0.757
19188,1,cultivable,0.803
24432,0,non-cultivable,0.832
8541,0,non-cultivable,0.980
4411,0,non-cultivable,1.000
2168,1,cultivable,0.928
10164,0,non-cultivable,0.989
8052,0,non-cultivable,0.603
14535,0,non-cultivable,0.771
8794,1,cultivable,0.547
9021,0,non-cultivable,0.976
22922,1,cultivable,0.993
23145,0,non-cultivable,0.998
23858,0,non-cultivable,0.595
11918,1,cultivable,0.996
6909,0,non-cultivable,1.000
22782,0,non-cultivable,0.801
25916,1,cultivable,0.968
18125,1,cultivable,0.841
5443,1,cultivable,0.945
23129,0,non-cultivable,0.881
779,1,cultivable,1.000
21464,0,non-cultivable,0.612
2984,1,cultivable,0.934
11500,1,cultivable,0.997
6994,0,non-cultivable,0.993
3787,1,cultivable,0.951
3209,1,cultivable,0.984
16430,0,non-cultivable,0.996
19038,1,cultivable,0.811
12013,0,non-cultivable,0.816
3007,0,non-cultivable,0.882
2767,0,non-cultivable,0.996
1998,1,cultivable,0.633
13919,1,cultivable,0.916
4128,0,non-cultivable,0.654
8427,1,cultivable,0.965
17677,0,non-cultivable,1.000
2842,0,non-cultivable,0.986
8101,0,non-cultivable,0.998
24990,1,cultivable,0.986
3938,1,cultivable,0.928
15573,0,non-cultivable,0.999
2338,1,cultivable,0.962
5811,0,non-cultivable,1.000
13029,1,cultivable,0.877
22008,1,cultivable,0.941
18035,0,non-cultivable,1.000
11472,1,cultivable,0.961
11506,0,non-cultivable,0.848
17489,0,non-cultivable,0.960
17100,0,non-cultivable,0.818
7450,1,cultivable,0.528
9765,1,cultivable,0.999
19451,0,non-cultivable,0.935
19577,0,non-cultivable,0.998
15169,1,cultivable,0.961
13973,0,non-cultivable,0.914
16238,0,non-cultivable,0.501
426,1,cultivable,0.995
2050,1,cultivable,0.995
20896,0,non-cultivable,1.000
274,1,cultivable,0.987
6470,0,non-cultivable,1.000
6429,1,cultivable,0.664
20748,1,cultivable,0.981
12157,0,non-cultivable,0.996
15313,0,non-cultivable,1.000
13318,0,non-cultivable,1.000
17754,0,non-cultivable,1.000
22807,1,cultivable,0.764
20180,0,non-cultivable,0.966
21082,0,non-cultivable,0.971
22170,0,non-cultivable,0.803
13130,0,non-cultivable,1.000
6972,1,cultivable,0.873
10058,1,cultivable,0.881
19800,0,non-cultivable,1.000
3881,0,non-cultivable,1.000
24706,1,cultivable,1.000
21459,1,cultivable,0.833
5186,1,cultivable,0.957
19592,0,non-cultivable,0.991
6723,1,cultivable,0.878
14628,0,non-cultivable,1.000
3438,1,cultivable,0.973
10068,0,non-cultivable,0.786
9193,1,cultivable,0.951
20710,0,non-cultivable,1.000
25000,1,cultivable,1.000
12676,1,cultivable,0.952
21396,1,cultivable,0.647
4818,0,non-cultivable,0.968
19032,1,cultivable,0.999
7835,0,non-cultivable,1.000
11526,1,cultivable,0.996
8456,1,cultivable,0.976
11442,1,cultivable,0.972
15501,1,cultivable,0.987
19141,1,cultivable,0.975
24101,0,non-cultivable,0.610
6074,1,cultivable,0.519
584,1,cultivable,0.920
11835,0,non-cultivable,1.000
7863,0,non-cultivable,1.000
5335,0,non-cultivable,0.883
21150,0,non-cultivable,0.624
23118,1,cultivable,0.985
24960,1,cultivable,1.000
6428,1,cultivable,0.798
24719,1,cultivable,1.000
3423,1,cultivable,0.851
7235,0,non-cultivable,0.857
17500,0,non-cultivable,1.000
14668,0,non-cultivable,0.644
19367,1,cultivable,0.776
12785,1,cultivable,0.747
15521,0,non-cultivable,0.696
7193,0,non-cultivable,1.000
24319,0,non-cultivable,0.978
20092,1,cultivable,0.989
12030,1,cultivable,0.993
15016,1,cultivable,0.506
5357,1,cultivable,0.707
6821,0,non-cultivable,0.919
17999,0,non-cultivable,0.990
25738,1,cultivable,1.000
17080,0,non-cultivable,1.000
21760,0,non-cultivable,0.951
5977,1,cultivable,0.636
21515,0,non-cultivable,0.884
5061,0,non-cultivable,1.000
9071,1,cultivable,0.856
20926,1,cultivable,0.666
19482,1,cultivable,0.870
174,0,non-cultivable,1.000
9006,0,non-cultivable,0.991
11296,1,cultivable,0.720
5852,0,non-cultivable,0.993
11841,0,non-cultivable,1.000
10017,1,cultivable,0.862
18008,0,non-cultivable,0.803
12749,0,non-cultivable,0.570
20850,1,cultivable,0.979
26236,1,cultivable,0.998
13893,0,non-cultivable,0.948
20001,0,non-cultivable,0.590
24393,0,non-cultivable,1.000
20662,1,cultivable,0.713
19700,0,non-cultivable,1.000
5588,1,cultivable,0.987
2921,0,non-cultivable,1.000
3710,0,non-cultivable,1.000
6785,0,non-cultivable,0.990
4566,0,non-cultivable,1.000
9388,0,non-cultivable,0.926
6611,0,non-cultivable,0.903
5573,0,non-cultivable,0.633
23685,0,non-cultivable,0.526
22601,0,non-cultivable,0.995
15050,0,non-cultivable,1.000
7832,0,non-cultivable,0.961
5845,1,cultivable,0.561
1985,0,non-cultivable,0.999
12037,0,non-cultivable,1.000
14950,1,cultivable,0.990
978,1,cultivable,0.648
17671,0,non-cultivable,0.996
21899,0,non-cultivable,0.623
21834,1,cultivable,0.813
11268,1,cultivable,0.506
21007,0,non-cultivable,0.936
18873,0,non-cultivable,1.000
10130,1,cultivable,0.857
1740,1,cultivable,0.976
17753,0,non-cultivable,0.985
2164,1,cultivable,0.568
24646,1,cultivable,1.000
4894,0,non-cultivable,1.000
22040,0,non-cultivable,0.992
10506,1,cultivable,0.737
12166,1,cultivable,0.863
13877,0,non-cultivable,1.000
12836,0,non-cultivable,1.000
14886,0,non-cultivable,0.932
5492,1,cultivable,0.868
3918,1,cultivable,0.589
1630,1,cultivable,0.918
22648,0,non-cultivable,0.962
22992,0,non-cultivable,1.000
23416,0,non-cultivable,0.831
24722,1,cultivable,0.999
24352,1,cultivable,0.876
9482,0,non-cultivable,0.871
21274,0,non-cultivable,0.967
11516,1,cultivable,0.675
16286,0,non-cultivable,0.764
19130,0,non-cultivable,1.000
1607,0,non-cultivable,1.000
2440,1,cultivable,0.842
9468,1,cultivable,0.682
18109,1,cultivable,0.781
4780,0,non-cultivable,0.986
15584,0,non-cultivable,1.000
5147,0,non-cultivable,1.000
5315,0,non-cultivable,0.644
15347,0,non-cultivable,1.000
23030,0,non-cultivable,1.000
17022,1,cultivable,0.627
1645,1,cultivable,0.961
20424,0,non-cultivable,0.958
513,1,cultivable,0.993
16790,0,non-cultivable,0.999
4836,0,non-cultivable,0.871
25891,1,cultivable,0.998
23875,0,non-cultivable,0.651
6444,1,cultivable,0.976
14406,0,non-cultivable,0.949
18383,0,non-cultivable,1.000
3536,1,cultivable,0.934
22356,1,cultivable,0.998
7993,1,cultivable,0.682
18291,1,cultivable,0.668
13944,1,cultivable,0.525
3595,1,cultivable,0.849
20396,1,cultivable,0.907
4731,0,non-cultivable,0.953
24457,0,non-cultivable,0.854
134,0,non-cultivable,1.000
24141,1,cultivable,0.652
15497,1,cultivable,0.808
18543,1,cultivable,0.541
12789,0,non-cultivable,1.000
3392,0,non-cultivable,0.957
11185,1,cultivable,0.992
8660,1,cultivable,0.855
21844,1,cultivable,0.994
20665,1,cultivable,0.982
24050,1,cultivable,0.999
6416,1,cultivable,0.924
4515,0,non-cultivable,1.000
5011,1,cultivable,0.875
18653,1,cultivable,0.771
18001,0,non-cultivable,0.999
16058,0,non-cultivable,0.973
1789,0,non-cultivable,0.894
4533,1,cultivable,0.936
11023,1,cultivable,0.934
22060,0,non-cultivable,1.000
8689,0,non-cultivable,1.000
12767,0,non-cultivable,1.000
8089,0,non-cultivable,1.000
108,0,non-cultivable,0.800
15716,1,cultivable,0.946
3083,0,non-cultivable,0.635
6025,0,non-cultivable,1.000
5302,0,non-cultivable,1.000
5291,0,non-cultivable,1.000
23096,0,non-cultivable,0.573
20480,0,non-cultivable,0.666
13974,0,non-cultivable,0.788
1009,1,cultivable,0.954
26292,1,cultivable,1.000
26106,1,cultivable,0.972
13833,0,non-cultivable,1.000
25559,1,cultivable,1.000
5043,1,cultivable,0.970
24070,0,non-cultivable,0.956
16511,0,non-cultivable,0.918
6962,0,non-cultivable,1.000
22620,0,non-cultivable,0.535
14755,1,cultivable,0.950
18741,0,non-cultivable,0.999
19402,1,cultivable,0.993
10346,0,non-cultivable,0.995
23694,0,non-cultivable,0.507
7011,1,cultivable,0.610
14959,1,cultivable,0.939
5675,0,non-cultivable,1.000
9112,1,cultivable,0.974
5500,0,non-cultivable,0.997
14500,1,cultivable,0.669
23492,0,non-cultivable,0.888
5391,0,non-cultivable,0.588
6540,1,cultivable,0.574
12396,1,cultivable,0.792
14436,1,cultivable,0.938
5051,0,non-cultivable,0.966
11766,1,cultivable,0.664
17760,1,cultivable,0.810
26278,1,cultivable,1.000
5258,0,non-cultivable,0.582
14210,1,cultivable,0.936
8085,0,non-cultivable,0.998
10634,0,non-cultivable,0.778
17072,1,cultivable,0.961
4307,0,non-cultivable,0.999
11128,0,non-cultivable,0.878
17304,0,non-cultivable,1.000
6977,0,non-cultivable,0.937
23006,1,cultivable,0.719
14739,0,non-cultivable,0.596
15984,0,non-cultivable,0.560
1246,1,cultivable,0.940
12497,1,cultivable,0.926
8801,0,non-cultivable,0.588
16755,1,cultivable,0.678
20243,0,non-cultivable,0.993
14064,0,non-cultivable,1.000
21427,0,non-cultivable,1.000
10507,0,non-cultivable,0.811
3690,0,non-cultivable,0.994
25722,0,non-cultivable,0.923
7677,1,cultivable,0.632
12111,1,cultivable,0.834
25925,1,cultivable,1.000
23305,0,non-cultivable,1.000
6054,1,cultivable,0.858
22710,1,cultivable,0.978
10833,0,non-cultivable,0.633
145,1,cultivable,0.977
7285,1,cultivable,0.584
2535,0,non-cultivable,0.546
16160,0,non-cultivable,1.000
6893,0,non-cultivable,0.900
5130,0,non-cultivable,0.610
7282,0,non-cultivable,0.665
25611,1,cultivable,0.984
14536,1,cultivable,0.889
14464,0,non-cultivable,0.843
25175,1,cultivable,1.000
15947,1,cultivable,0.849
10527,1,cultivable,0.529
657,1,cultivable,0.997
23205,1,cultivable,0.999
2745,0,non-cultivable,1.000
5414,0,non-cultivable,1.000
20457,0,non-cultivable,0.864
1827,1,cultivable,0.533
15918,0,non-cultivable,0.991
6106,0,non-cultivable,1.000
17429,0,non-cultivable,0.973
10838,1,cultivable,0.954
15940,1,cultivable,0.941
16072,0,non-cultivable,1.000
22107,1,cultivable,0.931
25231,0,non-cultivable,0.914
16701,1,cultivable,0.958
13930,1,cultivable,0.986
22484,1,cultivable,0.720
10812,1,cultivable,0.988
12748,1,cultivable,0.935
20802,0,non-cultivable,0.769
20972,0,non-cultivable,0.622
10243,1,cultivable,0.985
25129,1,cultivable,1.000
21646,0,non-cultivable,0.914
22215,1,cultivable,0.978
21148,0,non-cultivable,1.000
15319,0,non-cultivable,1.000
18077,0,non-cultivable,0.900
22326,0,non-cultivable,0.872
20842,1,cultivable,0.955
8628,1,cultivable,0.749
13170,1,cultivable,0.991
23329,0,non-cultivable,0.903
11874,0,non-cultivable,0.911
19633,0,non-cultivable,0.999
22783,1,cultivable,0.716
1220,1,cultivable,0.831
23946,0,non-cultivable,0.898
26274,1,cultivable,1.000
24157,1,cultivable,0.658
7004,0,non-cultivable,1.000
12527,0,non-cultivable,1.000
1956,1,cultivable,0.828
16066,1,cultivable,0.978
11898,0,non-cultivable,0.937
7291,1,cultivable,0.994
10097,0,non-cultivable,0.980
15894,0,non-cultivable,1.000
13343,0,non-cultivable,0.998
9498,0,non-cultivable,0.988
1509,1,cultivable,0.983
25642,0,non-cultivable,0.998
1485,0,non-cultivable,1.000
5264,1,cultivable,0.943
1158,1,cultivable,0.791
12239,0,non-cultivable,0.769
11734,0,non-cultivable,0.996
19551,0,non-cultivable,0.833
15726,1,cultivable,0.661
4392,1,cultivable,0.727
23040,1,cultivable,0.894
21994,1,cultivable,0.905
17586,0,non-cultivable,0.998
1332,1,cultivable,0.900
8268,0,non-cultivable,0.619
25415,1,cultivable,0.601
9932,0,non-cultivable,0.849
14812,0,non-cultivable,1.000
17117,1,cultivable,0.620
7003,0,non-cultivable,0.995
1026,1,cultivable,0.985
12871,0,non-cultivable,1.000
23538,1,cultivable,0.720
11961,0,non-cultivable,0.951
8999,0,non-cultivable,0.654
14327,0,non-cultivable,1.000
2968,1,cultivable,0.877
1418,0,non-cultivable,1.000
14116,0,non-cultivable,1.000
15472,1,cultivable,0.648
5477,0,non-cultivable,1.000
9970,0,non-cultivable,0.880
10034,0,non-cultivable,0.987
24843,1,cultivable,1.000
6920,1,cultivable,0.705
4968,0,non-cultivable,1.000
16432,0,non-cultivable,0.840
18020,1,cultivable,0.673
25469,1,cultivable,0.720
23853,1,cultivable,0.737
16120,0,non-cultivable,1.000
7073,1,cultivable,0.830
11482,0,non-cultivable,1.000
11407,1,cultivable,0.837
15862,0,non-cultivable,1.000
13068,0,non-cultivable,1.000
20785,0,non-cultivable,0.904
5108,1,cultivable,0.870
2328,1,cultivable,0.997
6550,0,non-cultivable,1.000
23421,0,non-cultivable,0.521
11581,0,non-cultivable,0.998
11168,1,cultivable,0.875
2147,0,non-cultivable,0.851
24040,0,non-cultivable,0.729
8464,0,non-cultivable,1.000
20895,0,non-cultivable,0.994
8209,0,non-cultivable,0.853
8034,1,cultivable,0.865
9486,1,cultivable,0.994
11837,0,non-cultivable,0.997
26378,0,non-cultivable,0.825
22327,1,cultivable,0.657
2432,0,non-cultivable,0.544
6283,1,cultivable,0.520
5091,1,cultivable,0.927
16694,1,cultivable,0.800
3248,0,non-cultivable,1.000
22014,1,cultivable,0.920
5085,1,cultivable,0.799
5615,0,non-cultivable,0.996
25519,0,non-cultivable,0.998
12301,1,cultivable,0.738
303,1,cultivable,0.992
7013,0,non-cultivable,0.826
5771,0,non-cultivable,0.505
23272,1,cultivable,0.760
14880,0,non-cultivable,1.000
23407,1,cultivable,0.960
16274,0,non-cultivable,1.000
21223,0,non-cultivable,0.946
1308,0,non-cultivable,1.000
4140,1,cultivable,0.716
7589,0,non-cultivable,0.889
25558,1,cultivable,0.969
22930,0,non-cultivable,0.824
6705,1,cultivable,0.951
17512,0,non-cultivable,0.998
4512,1,cultivable,0.851
25255,1,cultivable,1.000
16027,0,non-cultivable,0.995
19829,0,non-cultivable,0.632
5390,0,non-cultivable,0.869
24360,1,cultivable,0.619
16384,0,non-cultivable,1.000
2340,1,cultivable,0.858
5503,0,non-cultivable,0.994
24769,1,cultivable,1.000
18236,0,non-cultivable,0.747
13663,1,cultivable,0.997
11457,1,cultivable,0.998
18246,0,non-cultivable,0.795
7372,1,cultivable,0.529
10171,0,non-cultivable,0.998
17048,0,non-cultivable,0.585
4612,0,non-cultivable,0.949
13831,0,non-cultivable,1.000
23267,1,cultivable,0.766
16823,1,cultivable,0.878
17209,0,non-cultivable,1.000
19911,1,cultivable,0.535
25763,0,non-cultivable,0.897
23619,0,non-cultivable,0.545
11473,1,cultivable,0.578
3578,0,non-cultivable,0.992
22887,1,cultivable,0.980
5119,0,non-cultivable,1.000
17607,0,non-cultivable,1.000
11905,1,cultivable,0.954
17776,0,non-cultivable,0.999
13716,0,non-cultivable,0.999
17868,0,non-cultivable,1.000
15965,0,non-cultivable,1.000
19369,0,non-cultivable,0.609
26442,0,non-cultivable,0.996
6998,1,cultivable,0.714
973,1,cultivable,0.847
25897,1,cultivable,0.802
15493,0,non-cultivable,0.976
16446,0,non-cultivable,0.596
11511,0,non-cultivable,0.987
11595,0,non-cultivable,0.938
8888,0,non-cultivable,0.723
8900,0,non-cultivable,0.846
1811,1,cultivable,0.932
10442,1,cultivable,0.511
16059,1,cultivable,0.928
7658,0,non-cultivable,0.987
18647,1,cultivable,0.753
25518,0,non-cultivable,0.997
16884,0,non-cultivable,0.980
11454,1,cultivable,0.998
15559,0,non-cultivable,1.000
16281,0,non-cultivable,0.959
9174,1,cultivable,0.943
16627,0,non-cultivable,0.586
